Classificação;Segmento;Faixas de experiência;Dia da Semana;Dia;Mês;Ano;Hora;Descrição;Estado;Dias Perdidos;Dias Debitados;Reabilitado;Dias Perdidos Corrigidos;Agente Causador;Gravidade;Potencial;Grau de Risco;Compromissos (Regra de Ouro);Evento_Crítico_Target
Quase Acidente;Expansão;1 a 3 anos;Terça;13;2;2025;15:00 - 16:00;O operador, ao movimentar a PEMT, esqueceu de desconectar o aterramento temporário do equipamento, que estava conectado ao terra do pórtico de 69 kV da subestação, resultando na ruptura do cabo.;SC;-;-;Não;-;;;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico com afastamento;Transmissão;6 meses a 1 ano;Quinta - feira;10;4;2025;10:00 - 11:00;Durante a realização da atividade de substituição de tampas de canaleta na SE_SBD: SOBRAL II, o colaborador ao repousar a tampa sobre a canaleta de cabos, mesmo este utilizando luva tátil antiderrapante, a tampa escorregou de sua mão, prendendo o seu dedo indicador esquerdo sob a tampa de concreto, resultando em uma lesão de fratura nos dedos.;CE;30;;;;Outros;Médio;10;Médio;2 - Percepção de Risco;Não
Típico com afastamento;CSC;1 a 3 anos;Segunda - feira;27;6;2025;11:00 - 12:00; Durante o deslocamento pelo lance de escadas na portaria, o empregado terceirizado sofreu uma queda no degrau. Ao pisar no degrau, o empregado desequilibrou vindo a cair, apoiando-se com o pé esquerdo no momento do impacto, o que ocasionou dores imediatas na região, sendo necessário o encaminhamento para  avaliação médica.  A escada apresenta revestimento cerâmico com fita antiderrapante.;BA;3;;;;Escorregou/Desequilibrou;Médio;11;Médio;Outros;Não
Quase Acidente;Transmissão;1 a 3 anos;Segunda - feira;28;7;2025;14:00 - 15:00;Princípio de incêndio no interior do compartimento do transformador dos serviços auxiliares (alimentação circuitos de iluminação e tomadas) do furgão da máquina de tratamento de óleo dos transformadores.;PR;NA;NA;Não;NA;;;11;Médio;4 - Eletricidade;Não
Quase Acidente;CSC;1 a 3 anos;Domingo;3;8;2025;07:00 - 08:00;Durante o trajeto de retorno para casa, uma equipe de trabalhadores terceiros sofreu um acidente na BR-101, em condições de chuva leve. O veículo mesmo sendo conduzido dentro do limite de velocidade da via, colidiu com um sinalizador vertical mal posicionado que invadia parcialmente a pista. Ao tentar desviar, os pneus do lado direito tocaram o obstáculo, comprometendo a estabilidade do veículo. Apesar da dificuldade e da presença de uma carreta atrás, o motorista conseguiu evitar um acidente mais grave. O carro ainda atingiu outros cinco sinalizadores, mas não houve feridos apenas danos materiais. ;PB;;;;;Carro - Colisão ;;13;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Transmissão;Até 6 meses;Sexta - feira;10;10;2025;14:00 - 15:00;O Colaborador E.I.A.S.L se deslocava em estrada rural da SE-Abaiara para o encontro com a equipe a qual fiscalizava. Durante o trajeto, o colaborador recebeu uma notificação no celular e acreditava que fosse da equipe para confirmar o encontro. Quando parou o veículo em local seguro, o TST abriu os vidros laterais frontais em virtude de seu nariz estar congestionado com o ar-condicionado, e foi surpreendido por uma ferroada de abelha na parte posterior do corpo (costas). Após a ferroada, o profissional escultou um “zumbido” de abelhas, fechou os vidros do veículo, e imediatamente se evadiu do local. O profissional teve apenas uma ferroada de abelha e apresenta quadro de saúde estável. ;CE;;;;;Animal;;13;Médio;11 - Não se Aplica;Não
Quase Acidente;Expansão;1 a 3 anos;Quarta - feira;15;10;2025;15:00 - 16:00;Durante a execução da atividade de compactação do solo nas bases dos bancos de capacitores 01, o operador da minicarregadeira, realizava o transporte de terra até a escavação. Ao posicionar o equipamento próximo à borda do fuste (base do chumbador) para descarregar o material, a minicarregadeira inclinou-se em razão do declive existente, ocasionando o impacto do vidro dianteiro contra o pilar e consequentemente, a quebra do referido vidro.;PR;-;-;Não;-;Transporte manual de carga;NA;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase acidente;Geração - Hidráulica;1 a 3 anos;Sexta - feira;31;10;2025;09:00 - 10:00;Durante o percurso de Barretos/SP à Usina de Porto Colômbia, uma pedra foi arremessada no para-brisa da caminhonete de placa TAV2F71, causando um trinco;MG;N/A;N/A;;N/A;;;14;Baixo;8 - Veículos e Equipamentos Móveis;Não
Típico com afastamento;Transmissão;Até 6 meses;Quinta - feira;31;7;2025;09:00 - 10:00;Durante o corte de uma árvore, o operador de máquinas sofreu uma queda de mesmo nível ao pisar em um buraco oculto, sofrendo lesão na tíbia;PR;5;0;Não;60;Queda mesmo nível;Médio;9;Médio;2 - Percepção de Risco;Não
Trajeto com afastamento;Transmissão;Até 6 meses;Terça- feira;22;11;2022;18:00 - 19:00;O colaborador estava retornando do trabalho para sua residencia, ao ver fezes de animais na rodovia, caida de um caminhão, desequilibrou e perdeu o controle da sua motocicleta. ;RS;30;30;Não;;Moto - Queda;Médio;4;Alto;8 - Veículos e Equipamentos Móveis;Sim
Quase Acidente;Transmissão;Até 6 meses;Sexta-feira;29;9;2023;09:00 - 10:00;"O empregado estava trabalhando na torre 91/1 da LT 05L5 (Olindina/Camaçari II) e após realizar a troca de cadeia tipo ""I"", 1° intervenção (na função do potencial), quando se preparava para a segunda intervenção na cadeia ""V"" informou que estava se sentindo mal (ânsia de vômito e tontura) e foi orientado a descer da estrutura.";BA;0;0;Não;0;Outros;Baixo;11;Médio;11 - Não se Aplica;Não
Típico com afastamento;Transmissão;Até 6 meses;Segunda - feira;4;12;2023;15:00 - 16:00;Durante roçada de mato no talude da SE Ibiuna, o colaborador tropeçou e caiu, sofrendo inchaço no tornozelo.;SP;4;0;Não;0;Queda com diferença de nível;Médio;11;Médio;11 - Não se Aplica;Não
Típico com afastamento;Geração - Hidráulica;Até 6 meses;Quarta - feira;18;10;2023;16:00 - 17:00;Durante limpeza de furos, ao puxar um tubo pressurizado com chave grifo, o suporte atingiu o colaborador, provocando ferimento no lábio;GO;1;0;Não;0;Ferramenta Manual;Baixo;14;Baixo;2 - Percepção de Risco;Não
Típico com afastamento;Adm;Até 6 meses;Terça- feira;19;9;2023;11:00 - 12:00;Ao subir numa escada, a mesma escorregou e o colaborador caiu de uma altura de aprox. 2,5m, vindo a bater com as costas na região do quadril de encontro ao solo;RJ;3;0;Não;0;Escada - Queda;Médio;4;Alto;2 - Percepção de Risco;Sim
Típico com afastamento;CSC;Até 6 meses;Sexta-feira;10;5;2024;08:00 - 09:00;Durante atividade de jardinagem, a roçadeira de nylon esbarrou em uma pedra e vindo a atingir o dedo indicador da mão esquerda do colaborador ocasionando corte leve.;PA;1;0;Não;0;Atingido por (pontos agudos ou cortantes);Baixo;11;Médio;7 - Bloqueio e Proteção;Não
Típico sem afastamento;CSC;Até 6 meses;Segunda - feira;24;6;2024;14:00 - 15:00;O empregado realizava atividade de pintura das caixas pluviais ao lado do Bloco C e ao levantar, sofreu uma batida contra na janela que se encontrava aberta, sofrendo uma escoriação leve no ombro direito.;PA;NA;NA;Não;0;;Baixo;11;Médio;2 - Percepção de Risco;Não
Quase Acidente;Transmissão;Até 6 meses;Quinta - feira;26;9;2024;09:00 - 10:00;Durante substituição de isoladores na LT 04S1 TSA/PRI, ocorreu a queda de bastão tensor, no momento da transferência do bastão entre as fases A e B da estrutura 84/1. Não haviam pessoas próximas ao local que o bastão caiu.;PI;;;;;Eletricidade;;15;Baixo;4 - Eletricidade;Não
Quase Acidente;Transmissão;6 meses a 1 ano;Segunda - feira;30;9;2024;09:00 - 10:00;Estava sendo realizada a atividade de substituição de isolador na estrutura 133/3 da LT 04L5 OLD/CMD pela equipe contratada, quando o eletricista de topo instalava a linha de mão, uma das treliças se desprendeu da misúla da estrutura (+- 10 m) e veio abaixo e antes de atingir o solo resvalou na estrutura e na sequência atingiu levemente a perna direita do eletricista.  levemente.;BA;;;;;Outros;;7;Alto;4 - Eletricidade;Sim
Quase Acidente;Geração - Hidráulica;1 a 3 anos;Segunda - feira;23;12;2024;06:00 - 07:00;Empregado próprio, ao sair do trabalho na troca do turno da manhã, deslocando-se em veículo próprio, ao realizar a curva na altura da SE ABX, viu que um objeto que estava no painel do carro deslizou no sentido da direita. Ao desviar o olhar para o objeto, não percebeu que o carro se aproximou da mureta a esquerda e quando percebeu já estava muito próximo e não conseguiu evitar a colisão e em seguida tombamento lateral do veículo.;BA;;;;;Outros;;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Geração - Hidráulica;Até 6 meses;Segunda - feira;9;12;2024;15:00 - 16:00;Durante desmontagem dos conjuntos [Chassis e Grades] - Manutenção do Log Boom, o integrante desequilibrou-se e tentou se apoiar no chassis, sofrendo um corte no antebraço;RO;N/A;N/A;;N/A;Atingido por (pontos agudos ou cortantes);Baixo;15;Baixo;11 - Não se Aplica;Não
Típico com afastamento;Adm;3 a 6 anos;Segunda - feira;11;11;2024;15:00 - 16:00;Empregado terceirizado enquanto realizava descarregamento de peças de torres (conjunto de feixes), sofreu impacto na canela de um feixe que rolou e prensou sua perna na parede do caminhão.;MT;4;0;Não;;Golpeado por (atingido por objeto em movimento);Baixo;10;Médio;2 - Percepção de Risco;Não
Típico com afastamento;Geração - Eólica;;Quinta - feira;14;11;2024;10:00 - 11:00;Colaborador foi atingido na mão por objeto após cabos de aço do elevador saírem da roldana guia, causando fratura nos dedos.;RS;;;Não;N/A;Golpeado por (atingido por objeto em movimento);Médio;11;Médio;11 - Não se Aplica;Não
Típico com afastamento;CSC;Até 6 meses;Quarta - feira;19;6;2024;11:00 - 12:00;Colaboradora terceirizada estava em seu posto de trabalho (portaria), quando um veículo se aproximou e ela foi realizar o procedimento de verificação na mala do veículo e, ao se aproximar, ela escorregou no tapete da portaria, desequilibrou e caiu.;MA;5;0;Não;0;Escorregou/Desequilibrou;Médio;11;Médio;2 - Percepção de Risco;Não
Típico com afastamento;CSC;Até 6 meses;Segunda - feira;21;10;2024;09:00 - 10:00; Durante atividade de pintura externa de um prédio o trabalhador subiu sem cinto no primeiro lance dessa estrutura de andaime para fazer a desmontagem do mesmo e vindo a se desequilibrar por ter pisado em falso ao lado da base, sofrendo uma queda de aproximadamente 1 metro e tendo seu corpo arremessado contra a própria estrutura do andaime, além de seu braço preso em um das partes. O colaborador relatou dor intensa no seu braço. ;MA;5;0;;;Queda com diferença de nível;Médio;7;Alto;3 - Trabalho em Altura;Sim
Trajeto com afastamento;Transmissão;Até 6 meses;Domingo;21;1;2024;02:00 - 03:00;Acidente de moto durante deslocamento para a Subestação de Guarulhos, causando dores no braço.;SP;60;0;Não;60;Moto - Queda;Médio;5;Alto;8 - Veículos e Equipamentos Móveis;Sim
Trajeto com afastamento;CSC;6 meses a 1 ano;Quinta - feira;13;2;2025;18:00 - 19:00 ;Durante o deslocamento entre a guarita e o alojamento o empregado sofreu uma queda de moto.;PA;2;0;Não;0;Calçada ou caminho para pedrestre - superfície utilizada para sustentar pessoas;Médio;10;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Geração;3 a 6 anos;Terça- feira;18;2;2025;07:00 - 08:00;"Durante o deslocamento para o Parque Eólico Cerro Chato, veículo conduzido por colaborador, sofreu abalroamento ao realizar uma conversão. Apenas danos materiais;";RS;NA ;NA;Não;NA;;;10;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;CSC;Até 6 meses;Quinta - feira;13;3;2025;11:00 - 12:00;O colaborador foi mordido por um cachorro dentro da Regional Gravataí.;RS;NA ;NA;Não;NA;;Médio;10;Médio;2 - Percepção de Risco;Não
Trajeto com afastamento;CSC;3 a 6 anos;Quinta - feira;10;4;2025;17:00 - 18:00;"A empregada terceirizada conduzia sua motocicleta no trajeto de retorno para casa após o expediente, quando tentou desviar de um veículo que trafegava na contramão para evitar um buraco na via. Nesse momento, a motocicleta derrapou, causando sua queda. Um outro empregado, que também pilotava uma motocicleta e seguia logo atrás, não conseguiu evitar a colisão, atingiu a moto caída e também sofreu uma queda.  
";BA;3;;;;Moto - Queda;Médio;10;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Transmissão;6 a 10 anos;Segunda - feira;2;6;2025;09:00 - 10:00;Durante atividade de escavação, miniescavadeira atingiu cabeamento de 380V, causando apenas danos materiais.;RS;;NA;Não;NA;;;11;Médio;4 - Eletricidade;Não
Quase Acidente;Transmissão;Até 6 meses;Terça - feira;23;9;2025;08:00 - 09:00;Durante o deslocamento para intervenção na LT 03C2 SMDACD, 03 funcionários terceirizados da DMF foram atacados por um enxame que adentrou na cabine do caminhão;RN;;;;;Animal;;14;Baixo;2 - Percepção de Risco;Não
Quase Acidente;CSC;1 a 3 anos;Sexta - feira;18;7;2025;12:00 - 13:00;Durante deslocamento para almoço, colaboradora teve seu veículo abalroado por veículo de terceiro que invadiu a via preferencial. Houve apenas danos materiais.;RS;NA;NA;Não;NA;;;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Expansão - Proj. Estrat.;Até 6 meses;Sábado;9;8;2025;11:00 - 12:00;Durante atividade de supressão vegetal com ferramenta manual  facão, ao cortar um galho o facão veio em contato com seu joelho esquerdo causando um corte.;MG;-;-;Não;-;Golpeado por (atingido por objeto em movimento);Baixo;11;Médio;2 - Percepção de Risco;Não
Típico com afastamento;Transmissão;Até 6 meses;Sábado;20;6;2020;17:00 - 18:00;Impacto sofrido por pessoa de objeto projetado ;PR;7;0;Não;0;Atingido por (pontos agudos ou cortantes);Médio;13;Médio;2 - Percepção de Risco;Não
Trajeto com afastamento;Adm;Até 6 meses;Sexta-feira;4;9;2023;06:00 - 07:00;No trajeto de casa para o trabalho, o funcionário perdeu o equilíbrio de sua bicicleta e caiu, sofrendo escoriações e um corte no rosto.;GO;3;0;Não;0;Escorregou/Desequilibrou;Médio;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico com afastamento;Adm;Até 6 meses;Terça- feira;18;7;2023;09:00 - 10:00;Queimadura no terceiro dedo da mão esquerda durante soldagem de chapas metálicas;SP;7;0;Não;5;Ferramenta Manual;Médio;13;Médio;2 - Percepção de Risco;Não
Típico sem afastamento;Expansão;1 a 3 anos;Segunda - feira;2;3;2024;11:00 - 12:00;O empregado terceirizado se descolocava entre as alavancas do distribuidor da máquina 01 G3, que está parada e em montagem devido a modernização, quando o seu pé direito entrou entre as alavancas, causando uma torção. ;BA;5;0;Sim;0;Impacto de pessoa contra objeto parado;Baixo;10;Médio;Outros;Não
Quase Acidente;CSC;Até 6 meses;Segunda - feira;8;4;2024;17:00 - 18:00;O empregado próprio ao descer as escadas do prédio Anexo 2 pisou em um parafuso, que perfurou seu calçado e causou um ferimento em seu pé esquerdo. O empregado retirou o objeto sozinho, reportou aos presentes na recepção e seguiu para casa para fazer os primeiros socorros e curativos necessários.;PE;;;;;Atingido por (pontos agudos ou cortantes);Baixo;15;Baixo;Outros;Não
Quase Acidente;CSC;1mês;Terça- feira;10;9;2024;07:00 - 08:00;O empregado prórpio, ao conduzir a sua motocicleta da sua residência para o trabalho,ao tentardesviar de um cachorro na Av Doutor Cláudio José Gueiros Leite, na frente da escola municipal Maria José Barbosa (Recife-PE) ,colidiu com o animal atravessando a avenida,vindo a cair ao solo.;PE;;;;;Moto - Queda;;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Expansão;6 meses a 1 ano;Quinta - feira;30;5;2024;11:00 - 12:00;O colaborador estava realizando atividade de escavação manual com picareta, em certo momento a picareta resvalou em uma pedra vindo a atingir a perna direita e ocasionando escoriação superficial.;ES;N/A;-;Não;-;Ferramenta Manual;Baixo;15;Baixo;Outros;Não
Típico com afastamento;Transmissão;Até 6 meses;Terça- feira;4;2;2025;17:00 - 18:00;Durante inspeção semanal na CS02, o colaborador deu um passo em falso em local com brita em desnível e torceu o pé direito;ES;2;0;Não;;Queda com diferença de nível;Médio;11;Médio;2 - Percepção de Risco;Não
Quase Acidente;Geração - Hidráulica;1 a 3 anos;Segunda - feira;19;5;2025;07:00 - 08:00;A colaboradora sofreu uma queda leve de moto ao esbarrar em portão entreaberto na entrada do Porto Montante da UHE Tucuruí, resultando em escoriação na mão.;PA;;;;;;Baixo;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Típico com afastamento;CSC;Até 6 meses;Segunda - feira;16;6;2025;14:00 - 15:00;O empregado terceirizado, durante a execução de atividades de supressão vegetal na SE Milagres, foi picado por uma abelha no lábio superior, o que provocou processo alérgico com inchaço na região afetada.;CE;2;;;;Animal;Baixo;14;Baixo;Outros;Não
